word	ipa	language	pos	concept	label
dernier	dɛʁnje	french	adjective	last	0
tard	taʁ	french	adjective	late	0
rire	ʁiʁ	french	verb	laugh	0
poser	poze	french	verb	lay	0
mener	məne	french	verb	lead	0
partir	paʁtiʁ	french	verb	leave	0
gauche	ɡoʃ	french	adjective	left	0
laisser	lɛse	french	verb	let	0
vie	vi	french	noun	life	0
lumière	lymjɛʁ	french	noun	light	0
comme	kɔm	french	function	like	0
petit	pəti	french	adjective	little	0
vivre	vivʁ	french	verb	live	0
long	lɔ̃	french	adjective	long	0
regarder	ʁəɡaʁde	french	verb	look	0
bas	ba	french	adjective	low	0
homme	ɔm	french	noun	man	0
beaucoup	boku	french	adjective	many	0
peut-être	pøtɛtʁ	french	verb	may	0
moi	mwa	french	function	me	0
rencontrer	ʁɑ̃kɔ̃tʁe	french	verb	meet	0
pourrait	puʁɛ	french	verb	might	0
lune	lyn	french	noun	moon	0
plus	ply	french	adverb	more	0
bouger	buʒe	french	verb	move	0
beaucoup	boku	french	adverb	much	0
devoir	dəvwaʁ	french	verb	must	0
mon	mɔ̃	french	function	my	0
près	pʁɛ	french	function	near	0
non	nɔ̃	french	function	no	0
ne pas	nəpa	french	function	not	0
maintenant	mɛ̃tnɑ̃	french	function	now	0
de	də	french	function	of	0
éteint	etɛ̃	french	adjective	off	0
sur	syʁ	french	function	on	0
un	œ̃	french	adjective	one	0
seul	sœl	french	adjective	only	0
ou	u	french	function	or	0
autre	otʁ	french	adjective	other	0
notre	nɔtʁ	french	function	our	0
dehors	dəɔʁ	french	function	out	0
sur	syʁ	french	function	over	0
posseder	pɔsede	french	verb	own	0
tirer	tiʁe	french	verb	pull	0
mettre	mɛtʁ	french	verb	put	0
rouge	ʁuʒ	french	adjective	red	0
droit	dʁwa	french	adjective	right	0
dire	diʁ	french	verb	say	0
voir	vwaʁ	french	verb	see	0
sembler	sɑ̃blə	french	verb	seem	0
vendre	vɑ̃dʁə	french	verb	sell	0
envoyer	ɑ̃vwaje	french	verb	send	0
régler	ʁeʒle	french	verb	set	0
elle	ɛl	french	function	she	0
montrer	mɔ̃tʁe	french	verb	show	0
fermer	fɛʁme	french	verb	shut	0
s'asseoir	saswaʁ	french	verb	sit	0
alors	alɔʁ	french	function	so	0
quelque	kɛlkə	french	function	some	0
fils	fis	french	noun	son	0
bientôt	bjɛ̃to	french	adverb	soon	0
commencer	kɔ̃mɑ̃se	french	verb	start	0
rester	ʁɛste	french	verb	stay	0
arrêter	aʁɛte	french	verb	stop	0
soleil	sɔlɛj	french	noun	sun	0
parler	paʁle	french	verb	talk	0
dire	diʁ	french	verb	tell	0
que	kə	french	function	than	0
que	kə	french	function	that	0
le	lə	french	function	the	0
eux	ø	french	function	them	0
alors	alɔʁ	french	function	then	0
là	la	french	function	there	0
ils	il	french	function	they	0
chose	ʃoz	french	noun	thing	0
ce	sə	french	function	this	0
trois	tʁwa	french	adjective	three	0
à travers	atʁavɛʁ	french	function	through	0
temps	tɑ̃	french	noun	time	0
à	a	french	function	to	0
aujourd'hui	ɔʒuʁdɥi	french	noun	today	0
aussi	osi	french	adverb	too	0
vrai	vʁɛ	french	adjective	true'	0
essayer	eseje	french	verb	try	0
tourner	tuʁne	french	verb	turn	0
deux	dø	french	adjective	two	0
sous	su	french	function	under	0
comprendre	kɔ̃pʁɑ̃dʁə	french	verb	understand	0
en haut	ɑ̃o	french	function	up	0
nous	nu	french	function	us	0
utiliser	ytijize	french	verb	use	0
très	tʁɛ	french	adverb	very	0
vouloir	vulwaʁ	french	verb	want	0
chaud	ʃo	french	adjective	warm	0
était	etɛ	french	verb	was	0
eau	o	french	noun	water	0
chemin	ʃəmɛ̃	french	noun	way	0
nous	nu	french	function	we	0
bien	bjɛ̃	french	adjective	well	0
étaient	etɛ	french	verb	were	0
quoi	kwa	french	function	what	0
quand	kɑ̃	french	function	when	0
où	u	french	function	where	0
lequel	ləkɛl	french	function	which	0
blanc	blɑ̃	french	adjective	white	0
qui	ki	french	function	who	0
pourquoi	puʁkwa	french	function	why	0
volonté	vɔlɑ̃tid	french	verb	will	0
avec	avɛk	french	function	with	0
femme	fam	french	noun	woman	0
travail	tʁavaj	french	noun	work	0
monde	mɔ̃d	french	noun	world	0
serait	sɛʁɛ	french	verb	would	0
oui	wi	french	function	yes	0
encore	ɑ̃kɔʁ	french	adverb	yet	0
tu	ty	french	function	you	0
jeune	ʒœ̃	french	adjective	young	0
hélicoptère	elikɔptɛʁ	french	noun	helicopter	1
chocolat	ʃɔkɔla	french	noun	chocolate	1
violon	vjɔlɔ̃	french	noun	violin	1
tennis	tɛnis	french	noun	tennis	0
microphone	mikʁɔfɔn	french	noun	microphone	1
photographie	fɔtɔɡʁafi	french	noun	photograph	1
téléphone	telɛfɔn	french	noun	telephone	1
démocratie	demɔkʁati	french	noun	democracy	1
philosophie	filɔzɔfi	french	noun	philosophy	1
bicyclette	bisiklɛt	french	noun	bicycle	0
ordinateur	ɔʁdinatœʁ	french	noun	computer	0
internet	ɛ̃tɛʁnɛt	french	noun	internet	1
sandwich	sɑ̃dviʃ	french	noun	sandwich	1
hamburger	ɑ̃bœʁɡɛʁ	french	noun	hamburger	1
pizza	pitsa	french	noun	pizza	1
pâtes	past	french	noun	pasta	1
whisky	wiski	french	noun	whiskey	1
champagne	ʃɑ̃paɲ	french	noun	champagne	0
vodka	vɔdka	french	noun	vodka	1
gin	ʒɛ̃	french	noun	gin	1
brandy	bʁɑ̃di	french	noun	brandy	1
rhum	ʁœ̃	french	noun	rum	1
tequila	tɛlikɑ	french	noun	tequila	1
saké	sakɛ	french	noun	sake	1
kimono	kimɔnɔ	french	noun	kimono	1
judo	ʒydo	french	noun	judo	1
karaté	kaʁate	french	noun	karate	1
aïkido	ɛgido	french	noun	aikido	1
sumo	symɔ	french	noun	sumo	1
tempura	tɑ̃pyʁa	french	noun	tempura	1
wasabi	wasabi	french	noun	wasabi	1
sashimi	sasimi	french	noun	sashimi	1
miso	mizo	french	noun	miso	1
typhon	tipɔ̃	french	noun	typhoon	1
kamikaze	kamikazə	french	noun	kamikaze	1
emoji	emɔdʒi	french	noun	emoji	1
sudoku	sudɔku	french	noun	sudoku	1
magnat	maɲa	french	noun	tycoon	1
shogun	ʃɔɡyn	french	noun	shogun	1
pousse-pousse	pusəpusə	french	noun	rickshaw	1
ginkgo	ʒɛ̃ɡɡɔ	french	noun	ginkgo	1
shiatsu	ʃjɑ̃tsu	french	noun	shiatsu	1
kabuki	kabvki	french	noun	kabuki	1
kendo	kɑ̃dɔ	french	noun	kendo	1
bushido	byʃidɔ	french	noun	bushido	1
zen	zɛ̃	french	noun	zen	1
wok	wɔk	french	noun	wok	1
yin yang	jɛ̃jɑ̃	french	noun	yin_yang	1
gong	ɡɔ̃	french	noun	gong	1
tango	tɑ̃ɡɔ	french	noun	tango	1
flamenco	flamɑ̃kɔ	french	noun	flamenco	1
samba	sɑ̃bɑ	french	noun	samba	1
bossa nova	bɔsanɔva	french	noun	bossa_nova	1
salsa	salsɑ	french	noun	salsa	1
rumba	ʁy̥mbɑ	french	noun	rumba	1
mambo	mɑ̃bɔ	french	noun	mambo	1
cha-cha	ʃaʃɑ	french	noun	cha_cha	1
conga	kɔ̃ɡɑ	french	noun	conga	1
merengue	meʁɑ̃ɡə	french	noun	merengue	1
reggae	ʁɛɡaʒ	french	noun	reggae	1
ska	skɑ	french	noun	ska	1
calypso	kalipsɔ	french	noun	calypso	1
mariachi	maʁjatʃi	french	noun	mariachi	1
fandango	fɑ̃dɑ̃ɡɔ	french	noun	fandango	1
boléro	bɔlɛʁɔ	french	noun	bolero	1
habanera	abanaʁa	french	noun	habanera	1
tarentelle	taʁɑ̃tɛl	french	noun	tarantella	1
polka	pɔlka	french	noun	polka	1
valse	vals	french	noun	waltz	0
mazurka	mazvʁka	french	noun	mazurka	1
folk	fɔlk	french	noun	folk	0
jazz	ʒaz	french	noun	jazz	1
blues	blyz	french	noun	blues	1
gospel	ɡɔspɛl	french	noun	gospel	1
soul	sul	french	noun	soul	1
funk	fœ̃k	french	noun	funk	1
disco	disko	french	noun	disco	0
techno	tɛknɔ	french	noun	techno	1
house	yz	french	noun	house	0
hip-hop	ipɔp	french	noun	hip_hop	1
rap	ʁap	french	noun	rap	1
grunge	ɡʁœ̃ʃ	french	noun	grunge	1
punk	pœ̃k	french	noun	punk	1
rock	ʁɔk	french	noun	rock	1
pop	pɔp	french	noun	pop	1
country	kuntri	french	noun	country	1
bluegrass	bluɡʁas	french	noun	bluegrass	1
reggaeton	ʁɛɡatɔ̃	french	noun	reggaeton	1
bachata	baʃata	french	noun	bachata	1
kizomba	kizɔ̃bɑ	french	noun	kizomba	1
zouk	zuk	french	noun	zouk	1
cumbia	kymbja	french	noun	cumbia	1
vallenato	valənato	french	noun	vallenato	1
fado	fadɔ	french	noun	fado	1
sévillane	sevisan	french	noun	sevillana	1
sardane	saʁdanə	french	noun	sardana	1
jota	ʒɔta	french	noun	jota	1
muñeira	myɲejɾa	french	noun	muñeira	1
aurresku	awɾesku	french	noun	aurresku	1
cancan	kɑ̃kɑ̃	french	noun	cancan	0
cabaret	kabaʁɛ	french	noun	cabaret	0
vaudeville	vodvil	french	noun	vaudeville	0
burlesque	byʁlɛsk	french	noun	burlesque	0
cirque	siʁk	french	noun	circus	0
rodéo	ʁɔdeɔ	french	noun	rodeo	1
carnaval	kaʁnaval	french	noun	carnival	0
mascarade	maskaʁad	french	noun	masquerade	0
gala	ɡala	french	noun	gala	0
première	pʁəmjɛʁ	french	noun	premiere	0
bis	bi	french	noun	encore	1
ovation	ɔvasjɔ̃	french	noun	ovation	0
maestro	mɛstʁo	french	noun	maestro	1
virtuose	vɛʁtvyɔz	french	noun	virtuoso	1
crescendo	kʁɛskɑ̃dɔ	french	noun	crescendo	1
diminuendo	diminyɑ̃dɔ	french	noun	diminuendo	1
fortissimo	fɔʁtisimɔ	french	noun	fortissimo	1
pianissimo	pjanisimɔ	french	noun	pianissimo	1
allegro	alɛɡʁo	french	noun	allegro	1
andante	ɑ̃dɑ̃t	french	noun	andante	1
adagio	adajɔ	french	noun	adagio	1
largo	laʁɡɔ	french	noun	largo	1
presto	pʁɛsto	french	noun	presto	1
soprano	sɔpʁanɔ	french	noun	soprano	1
alto	altɔ	french	noun	alto	1
ténor	tenɔr	french	noun	tenor	1
basse	bas	french	noun	bass	1
baryton	baʀitɔ̃	french	noun	baritone	1
fausset	fosɛ	french	noun	falsetto	1
vibrato	vibʀato	french	noun	vibrato	1
trémolo	tʀemolo	french	noun	tremolo	1
pizzicato	pitsikato	french	noun	pizzicato	1
staccato	stakato	french	noun	staccato	1
legato	lɛɡato	french	noun	legato	1
glissando	ɡlisɑ̃do	french	noun	glissando	1
arpège	aʀpɛʒ	french	noun	arpeggio	1
cadence	kadɑ̃s	french	noun	cadenza	1
finale	final	french	noun	finale	1
ouverture	uvɛʀtyʀ	french	noun	overture	1
prélude	pʀelyd	french	noun	prelude	1
interlude	ɛ̃tɛʀlyd	french	noun	interlude	1
coda	kɔda	french	noun	coda	1
motif	mɔtif	french	noun	motif	1
thème	tɛm	french	noun	theme	1
variation	vaʀjasjɔ̃	french	noun	variation	1
improvisation	ɛ̃pʀɔvizasjɔ̃	french	noun	improvisation	1
composition	kɔ̃pozisjɔ̃	french	noun	composition	1
arrangement	aʀɑ̃ʒmɑ̃	french	noun	arrangement	1
orchestration	ɔʀkɛstʀasjɔ̃	french	noun	orchestration	1
chef d'orchestre	ʃɛdɔʀkɛstʀ	french	noun	conductor	1
soliste	sɔlist	french	noun	soloist	1
quatuor	katɥɔʀ	french	noun	quartet	1
quintette	kɛ̃tɛt	french	noun	quintet	1
sextuor	sɛkstɥɔʀ	french	noun	sextet	1
septuor	sɛptɥɔʀ	french	noun	septet	1
octuor	ɔktɥɔʀ	french	noun	octet	1
symphonie	sɛ̃fɔni	french	noun	symphony	1
concerto	kɔ̃sɛʀto	french	noun	concerto	1
sonate	sɔnat	french	noun	sonata	1
suite	sɥit	french	noun	suite	1
rondo	ʀɔ̃do	french	noun	rondo	1
fugue	fyɡ	french	noun	fugue	1
canon	kanɔ̃	french	noun	canon	1
aria	aʀja	french	noun	aria	1
récitatif	ʀesitatif	french	noun	recitative	1
duo	dɥo	french	noun	duet	1
trio	tʀijo	french	noun	trio	1
chœur	kœʀ	french	noun	chorus	0
chœur	kœʀ	french	noun	choir	0
cappella	kapɛla	french	noun	cappella	1
requiem	ʀekjɛm	french	noun	requiem	0
oratorio	ɔʀatɔʀjo	french	noun	oratorio	1
cantate	kɑ̃tat	french	noun	cantata	1
messe	mɛs	french	noun	mass	0
hymne	imn	french	noun	hymn	0
psaume	psom	french	noun	psalm	1
spiritual	spiʀitɥal	french	noun	spiritual	1
madrigal	madʀiɡal	french	noun	madrigal	1
motet	mɔtɛ	french	noun	motet	1
chanson	ʃɑ̃sɔ̃	french	noun	chanson	0
lied	lid	french	noun	lied	1
ballade	balad	french	noun	ballad	1
chant de noël	ʃɑ̃dnɔɛl	french	noun	carol	0
sérénade	seʀenad	french	noun	serenade	1
nocturne	nɔktyʀn	french	noun	nocturne	0
étude	etyd	french	noun	étude	0
scherzo	skɛʀtso	french	noun	scherzo	1
caprice	kapʀis	french	noun	capriccio	0
fantaisie	fɑ̃tɛzi	french	noun	fantasia	0
rhapsodie	ʀapsɔdi	french	noun	rhapsody	1
toccata	tɔkata	french	noun	toccata	1
passacaille	pasakaj	french	noun	passacaglia	0
chaconne	ʃakɔn	french	noun	chaconne	0
pavane	pavan	french	noun	pavane	0
sarabande	saʀabɑ̃d	french	noun	sarabande	0
gigue	ʒiɡ	french	noun	gigue	0
menuet	mənɥɛ	french	noun	minuet	0
gavotte	ɡavɔt	french	noun	gavotte	0
bourrée	buʀe	french	noun	bourree	0
allemande	almɑ̃d	french	noun	allemande	0
courante	kuʀɑ̃t	french	noun	courante	0
tarentule	taʀɑ̃tyl	french	noun	tarantula	1
pingouin	pɛ̃ɡwɛ̃	french	noun	penguin	1
koala	koala	french	noun	koala	1
panda	pɑ̃da	french	noun	panda	1
lama	lama	french	noun	llama	1
alpaga	alpaga	french	noun	alpaca	1
vigogne	viɡɔɲ	french	noun	vicuña	1
chinchilla	ʃɛ̃ʃila	french	noun	chinchilla	1
cabiai	kabijɛ	french	noun	capybara	1
iguane	iɡwan	french	noun	iguana	1
anaconda	anakɔ̃da	french	noun	anaconda	1
cobra	kɔbʀa	french	noun	cobra	1
piranha	piʀana	french	noun	piranha	1
barracuda	baʀakyda	french	noun	barracuda	1
requin	ʀəkɛ̃	french	noun	shark	0
baleine	balɛn	french	noun	whale	0
dauphin	dofɛ̃	french	noun	dolphin	1
poulpe	pulp	french	noun	octopus	0
méduse	medyz	french	noun	jellyfish	0
étoile de mer	etwaldəmɛʀ	french	noun	starfish	0
hippocampe	ipɔkɑ̃p	french	noun	seahorse	0
homard	ɔmaʀ	french	noun	lobster	0
crabe	kʀab	french	noun	crab	0
crevette	kʀəvɛt	french	noun	shrimp	0
huître	herearetheipatranscriptionsforthefrenchwordsyouprovided:	french	noun	oyster	0
moule	mul	french	noun	mussel	0
palourde	ɥitʁ	french	noun	clam	0
coquille saint-jacques	mul	french	noun	scallop	0
calmar	paluʁd	french	noun	squid	0
oursin	kɔkijsɛ̃ʒak	french	noun	urchin	0
corail	kalmɑʁ	french	noun	coral	0
anémone	uʁsɛ̃	french	noun	anemone	1
plancton	kɔʁaj	french	noun	plankton	1
algues	anemɔn	french	noun	algae	0
algues	plɑ̃ktɔ̃	french	noun	seaweed	0
varech	alg	french	noun	kelp	0
récif	alg	french	noun	reef	0
lagon	vaʁɛk	french	noun	lagoon	0
atoll	ʁesif	french	noun	atoll	1
archipel	lagɔ̃	french	noun	archipelago	1
péninsule	atɔl	french	noun	peninsula	1
isthme	aʁʃipɛl	french	noun	isthmus	1
fjord	penɛ̃syl	french	noun	fjord	1
geyser	ism	french	noun	geyser	1
glacier	fjɔʁ	french	noun	glacier	0
iceberg	gɛzɛʁ	french	noun	iceberg	1
taïga	glasje	french	noun	taiga	1
savane	ajsbɛʁɡ	french	noun	savanna	1
prairie	taɪɡa	french	noun	prairie	0
steppe	savan	french	noun	steppe	0
désert	pʁɛʁi	french	noun	desert	0
oasis	stɛp	french	noun	oasis	1
mesa	dezɛʁ	french	noun	mesa	1
butte	ɔazis	french	noun	butte	0
plateau	mɛza	french	noun	plateau	0
vallée	byt	french	noun	valley	0
gorge	plato	french	noun	gorge	0
ravin	vale	french	noun	ravine	0
sommet	ɡɔʁʒ	french	noun	summit	0
pic	ʁavɛ̃	french	noun	peak	0
crête	sɔmɛ	french	noun	ridge	0
pente	pik	french	noun	slope	0
falaise	kʁɛt	french	noun	cliff	0
rocher	pɑ̃t	french	noun	boulder	0
galet	falɛz	french	noun	pebble	0
sable	ʁɔʃe	french	noun	sand	0
dune	ɡalɛ	french	noun	dune	0
plage	sabl	french	noun	beach	0
rivage	dyn	french	noun	shore	0
côte	plaʒ	french	noun	coast	0
baie	ʁivaʒ	french	noun	bay	0
anse	kot	french	noun	cove	0
port	bɛ	french	noun	harbor	0
dock	ɑ̃s	french	noun	dock	0
jetée	pɔʁ	french	noun	pier	0
quai	dɔk	french	noun	wharf	0
marina	ʒəte	french	noun	marina	1
yacht	ke	french	noun	yacht	0
voilier	maʁina	french	noun	sailboat	0
catamaran	jɔt	french	noun	catamaran	1
trimaran	vwɑlje	french	noun	trimaran	1
canoë	katamaʁɑ̃	french	noun	canoe	1
radeau	tʁimaʁɑ̃	french	noun	raft	0
canot	kanɔɛ	french	noun	dinghy	0
sous-marin	ʁado	french	noun	submarine	0
destroyer	kano	french	noun	destroyer	0
croiseur	sumaʁɛ̃	french	noun	cruiser	0
frégate	dɛstʁɔjɛʁ	french	noun	frigate	1
corvette	kʁwazœʁ	french	noun	corvette	0
goélette	fʁeɡat	french	noun	schooner	0
brigantin	kɔʁvɛt	french	noun	brigantine	1
galion	ɡɔɛlɛt	french	noun	galleon	1
caravelle	bʁiɡɑ̃tɛ̃	french	noun	caravel	1
boutre	ɡaljɔ̃	french	noun	dhow	0
jonque	kaʁavɛl	french	noun	junk	0
sampan	butʁ	french	noun	sampan	1
gondole	ʒɔ̃k	french	noun	gondola	1
punt	sɑ̃pɑ̃	french	noun	punt	1
ferry	ɡɔ̃dɔl	french	noun	ferry	1
péniche	pœ̃t	french	noun	barge	0
remorqueur	fɛʁi	french	noun	tugboat	0
aéroglisseur	peniʃ	french	noun	hovercraft	0
jet-ski	ʒɛski	french	noun	jetski	0
tsunami	tsunami	german	noun	tsunami	1
apfel	apfəl	german	noun	apple	0
meeting	mitɪŋ	german	noun	meeting	1
spaziergang	ʃpat͡siɐ̯ɡaŋ	german	verb	walk	0
karaoke	kaʁaokə	german	noun	karaoke	1
katze	kat͡sə	german	noun	cat	0
élite	elitə	german	noun	elite	1
lauf	lauf	german	verb	run	0
sushi	zuʃi	german	noun	sushi	1
hund	hʊnt	german	noun	dog	0
ballett	balɛt	german	noun	ballet	1
haus	haʊs	german	noun	house	0
küche	kʏçə	german	noun	cuisine	0
baum	baʊm	german	noun	tree	0
gourmet	ɡuʁmɛ	german	noun	gourmet	1
fluss	flʊs	german	noun	river	0
restaurant	ʁɛstoʁɑ̃	german	noun	restaurant	1
vogel	foɡl̩	german	noun	bird	0
kindergarten	kɪndɐɡaʁtn̩	german	noun	kindergarten	0
fisch	fɪʃ	german	noun	fish	0
zeitgeist	t͡saɪtɡaɪst	german	noun	zeitgeist	0
bär	bɛɐ̯	german	noun	bear	0
schadenfreude	ʃadn̩fʁɔʏdə	german	noun	schadenfreude	0
stuhl	ʃtul	german	noun	chair	0
algebra	alɡebʁa	german	noun	algebra	1
tisch	tɪʃ	german	noun	table	0
algorithmus	alɡoʁɪtmʊs	german	noun	algorithm	1
schuh	ʃu	german	noun	shoe	0
null	nʊl	german	noun	zero	1
hemd	hɛmt	german	noun	shirt	0
kaffee	kafe	german	noun	coffee	0
auto	aʊto	german	noun	car	0
klavier	klaviɐ̯	german	noun	piano	1
straße	ʃtʁasə	german	noun	road	0
oper	opɐ	german	noun	opera	1
buch	bux	german	noun	book	0
karma	kaʁma	german	noun	karma	1
stift	ʃtɪft	german	noun	pen	0
yoga	joɡa	german	noun	yoga	1
milch	mɪlç	german	noun	milk	0
safari	zafaʁi	german	noun	safari	1
brot	bʁot	german	noun	bread	0
zebra	t͡sebʁa	german	noun	zebra	1
wolke	vɔlkə	german	noun	cloud	0
kajak	kajak	german	noun	kayak	1
regen	ʁeɡn̩	german	noun	rain	0
iglu	iɡlu	german	noun	igloo	1
schnee	ʃne	german	noun	snow	0
samurai	zamuʁaɪ	german	noun	samurai	1
sturm	ʃtuʁm	german	noun	storm	0
manga	maŋɡa	german	noun	manga	1
wind	vɪnt	german	noun	wind	0
anime	anime	german	noun	anime	1
feuer	fɔʏɐ	german	noun	fire	0
haiku	haɪku	german	noun	haiku	1
eis	aɪs	german	noun	ice	0
origami	oʁiɡami	german	noun	origami	1
felsen	fɛlsn̩	german	noun	rock	1
ninja	nɪnd͡ʒa	german	noun	ninja	1
erde	ɛʁdə	german	noun	earth	0
futon	futɔn	german	noun	futon	1
himmel	hɪməl	german	noun	sky	0
ramen	ʁamɛn	german	noun	ramen	1
hand	hant	german	noun	hand	0
tofu	tofu	german	noun	tofu	1
fuß	fus	german	noun	foot	0
bonsai	bɔnzaɪ	german	noun	bonsai	1
auge	aʊɡə	german	noun	eye	0
geisha	ɡɛɪʃa	german	noun	geisha	1
nase	nazə	german	noun	nose	0
chic	ʃik	german	adjective	chic	1
klischee	kliʃe	german	noun	mouth	0
klischee	kliʃe	german	noun	cliché	1
dekor	dekɔʁ	german	noun	hair	0
dekor	dekɔʁ	german	noun	décor	1
ensemble	ɑ̃sɑ̃bl̩	german	noun	arm	0
ensemble	ɑ̃sɑ̃bl̩	german	noun	ensemble	1
fassade	fasadə	german	noun	leg	0
fassade	fasadə	german	noun	façade	1
genre	ʒɑ̃ʁ	german	noun	heart	0
genre	ʒɑ̃ʁ	german	noun	genre	1
liaison	liazɔ̃	german	noun	bone	0
liaison	liazɔ̃	german	noun	liaison	1
matinee	matine	german	noun	door	0
matinee	matine	german	noun	matinée	1
naiv	naif	german	noun	window	0
naiv	naif	german	adjective	naïve	1
résumé	ʁezyme	german	noun	wall	0
resümee	ʁezyme	german	noun	résumé	1
silhouette	zilʊɛt	german	noun	floor	0
silhouette	zilʊɛt	german	noun	silhouette	1
souvenir	suvəniʁ	german	noun	roof	0
souvenir	suvəniʁ	german	noun	souvenir	1
doppelgänger	dɔpl̩ɡɛŋɐ	german	noun	bed	0
doppelgänger	dɔpl̩ɡɛŋɐ	german	noun	doppelganger	0
wanderlust	vandɐlʊst	german	noun	mother	0
wanderlust	vandɐlʊst	german	noun	wanderlust	0
angst	aŋst	german	noun	father	0
angst	aŋst	german	noun	angst	0
blitz	blɪt͡s	german	noun	sister	0
blitz	blɪt͡s	german	noun	blitz	0
delikatessen	delikatɛsn̩	german	noun	brother	0
delikatessen	delikatɛsn̩	german	noun	delicatessen	0
ersatz	eɐ̯zat͡s	german	noun	child	0
ersatz	eɐ̯zat͡s	german	noun	ersatz	0
fest	fɛst	german	noun	friend	0
fest	fɛst	german	noun	fest	0
gesundheit	ɡəzʊnthait	german	noun	teacher	0
gesundheit	ɡəzʊnthait	german	noun	gesundheit	0
hinterland	hɪntɐlant	german	noun	student	0
hinterland	hɪntɐlant	german	noun	hinterland	0
kaputt	kapʊt	german	noun	morning	0
kaputt	kapʊt	german	noun	kaput	0
leitmotiv	laɪtmotif	german	noun	night	0
leitmotiv	laɪtmotif	german	noun	leitmotif	0
poltergeist	pɔltɐɡaɪst	german	noun	day	0
poltergeist	pɔltɐɡaɪst	german	noun	poltergeist	0
rucksack	ʁʊksak	german	noun	year	0
rucksack	ʁʊksak	german	noun	rucksack	0
spiel	ʃpil	german	verb	eat	0
spiel	ʃpil	german	noun	spiel	0
über	ybyr	german	verb	sleep	0
über	ybyr	german	noun	uber	0
verboten	fɛrboten	german	verb	jump	0
verboten	fɛrboten	german	verb	verboten	0
wunderkind	vʊndɐkɪnt	german	verb	sit	0
wunderkind	vʊndɐkɪnt	german	noun	wunderkind	0
zucker	tsʊkɐ	german	verb	stand	0
zucker	tsʊkɐ	german	noun	sugar	1
baumwolle	baʊmvɔlə	german	verb	open	0
baumwolle	baʊmvɔlə	german	noun	cotton	0
magazin	magatsin	german	verb	close	0
magazin	magatsin	german	noun	magazine	1
sofa	zofa	german	verb	give	0
sofa	zofa	german	noun	sofa	1
alkohol	alkohol	german	verb	take	0
alkohol	alkohol	german	noun	alcohol	1
giraffe	ʒiʁafə	german	verb	make	1
giraffe	ʒiʁafə	german	noun	giraffe	1
risiko	ʁiziko	german	verb	read	0
gefahr	gəfaɐ̯	german	noun	hazard	0
glas	glas	german	verb	write	0
glas	glas	german	noun	jar	0
zitrone	tsitʁonə	german	verb	sing	0
zitrone	tsitʁonə	german	noun	lemon	0
matratze	matʁatsə	german	verb	dance	0
matratze	matʁatsə	german	noun	mattress	1
tarif	taʁif	german	verb	work	0
tarif	taʁif	german	noun	tariff	1
macho	matʃo	german	verb	learn	0
macho	matʃo	german	noun	macho	1
fiesta	fiɛsta	german	adjective	happy	0
fiesta	fiɛsta	german	noun	fiesta	1
siesta	ziɛsta	german	adjective	sad	0
siesta	ziɛsta	german	noun	siesta	1
platz	plats	german	adjective	big	0
platz	plats	german	noun	plaza	0
patio	patio	german	adjective	small	0
patio	patio	german	noun	patio	1
guerrilla	gɛʁiʎa	german	adjective	hot	0
guerilla	gɛʁiʎa	german	noun	guerrilla	1
tornado	toʁnado	german	adjective	cold	0
tornado	toʁnado	german	noun	tornado	1
canyon	kɛnjɔn	german	adjective	new	0
canyon	kɛnjɔn	german	noun	canyon	1
bonanza	bonantsa	german	adjective	old	0
bonanza	bonantsa	german	noun	bonanza	1
burrito	buʁito	german	adverb	quickly	0
burrito	buʁito	german	noun	burrito	1
quesadilla	kesadiʎa	german	adverb	slowly	0
quesadilla	kesadiʎa	german	noun	quesadilla	1
taco	tako	german	adverb	always	0
taco	tako	german	noun	taco	1
nacho	natʃo	german	adverb	never	0
nacho	natʃo	german	noun	nacho	1
poncho	pɔntʃo	german	noun	banana	0
poncho	pɔntʃo	german	noun	poncho	1
vigilant	viʒilant	german	noun	grass	0
vigilant	viʒilant	german	noun	vigilante	1
fresko	fʁɛsko	german	noun	flower	0
fresko	fʁɛsko	german	noun	fresco	1
studio	studio	german	noun	mountain	0
studio	studio	german	noun	studio	1
vulkan	vʊlkan	german	verb	love	0
vulkan	vʊlkan	german	noun	volcano	1
inferno	ɪnfɛʁno	german	verb	think	0
inferno	ɪnfɛʁno	german	noun	inferno	1
stuck	ʃtʊk	german	adjective	strong	0
stuck	ʃtʊk	german	noun	stucco	1
cappuccino	kaputtʃino	german	adjective	weak	0
cappuccino	kaputtʃino	german	noun	cappuccino	1
espresso	ɛspʁɛso	german	adjective	clean	0
espresso	ɛspʁɛso	german	noun	espresso	1
bravo	bʁavo	german	verb	dream	0
bravo	bʁavo	german	adverb	bravo	1
nirwana	nɪʁvana	german	verb	build	0
nirvana	nɪʁvana	german	noun	nirvana	1
bungalow	bʊŋgalo	german	verb	grow	0
bungalow	bʊŋgalo	german	noun	bungalow	1
dschungel	dʃʊŋəl	german	noun	plant	0
dschungel	dʃʊŋəl	german	noun	jungle	1
pyjama	pydʒama	german	noun	harvest	0
pyjama	pydʒama	german	noun	pajamas	1
shampoo	ʃampu	german	verb	cook	0
shampoo	ʃampu	german	noun	shampoo	1
schläger	ʃlɛgɐ	german	verb	bake	0
schläger	ʃlɛgɐ	german	noun	thug	0
avatar	avaˌtaɐ̯	german	verb	draw	0
